BIL,NAMA SYARIKAT,ALAMAT,KOD BENGKEL (BKA642J***J***),TARIKH SAH LAKU,KATEGORI,RUJ. SIJIL,NO TEL,EMAIL,SYARIKAT PERUNDING,JURUTERA PROFESIONAL,AKTIVITI BENGKEL,Negeri,Tempoh Sah
69,KEJURUTERAAN ASAS-JAYA SDN BHD,"NO 26-28 Jalan Bagan Nira, 26/8,HICOM Industrial Park, Seksyen 26, 40000 Shah Alam, Selangor D.E.",BKA642B052J123,15-Jan-16,B,(16)Jld.120,03-51922913,N/A,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Kerja-Kerja Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Ambulans, Balai Polis Bergerak dan Jentera Bomba Sahaja.",Selangor,Tamat
70,KEMBARA SUCI SDN BHD,"Lot 551-G Jalan Air Hitam, Kampung Sungai Merab Luar 43650 Bandar Baru Bangi, Selangor Darul Ehsan.",BKA654B053J123,24-Feb-21,A,(14)Jld. 7,03-89274322,support@kembarasuciauto.com,MENARA TEKNIK,IR. MOHAMAD MOHAIDIN BIN AB. LATIB,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Van, Ambulans  Dan Kenderaan Kegunaan Tentera Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Tre",Selangor,Tamat
71,KENCANA COACH BUILDERS SDN BHD,"Lot 1285 Jalan Batu Arang, Sungai Bakau, 48000 Rawang, Selangor",BKA642B054J123,27-Sep-18,A,(02)Jld. 146,03-60922251,kencana.coach@yahoo.com,AKTIF PERUNDING SDN BHD                                                                             TRANSAFE CONSULTING ENGINEER,IR. SJAIFUL ANWAR BIN SJAMSUDDIN IR. HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Tamat
72,KENCANA COACH BUILDERS SDN BHD,"Lot 1022, Jalan Pusat Serenti, Sungai Bakau, 48000 Rawang, Selangor",BKA654B055J165,4-Nov-23,A,(40)Jld. 38,03-60922251,kencana.coach@yahoo.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Decontrolled, Jentera Berat & Pertanian Dan Treler Sahaja.",Selangor,Laku
73,KLF TOTAL ASSIST (M) SDN. BHD,"Lot 849, Taman Perindustrian Subang,47510 UEP Subang Jaya,Selangor ",BKA642B056J123,3-Sep-11,C,(06)Jld. 101,03-80259393,klfmotor@gmail.com,R & R RESOURCES,IR.HJ.RAMLI BIN HJ HITAM,"ALAMAT:
1.Pengubahsuaian Dan Penukaran Sistem ""Steering""Kenderaan Panduan Sebelah Liri (LHD) Ke Kenderaan Panduan Kanan (RHD) Sahaja.",Selangor,Tamat
74,KOK MOTOR SDN BHD,"Pt 15522 Jalan Kencana 30,Taman Kencana, 68000 Ampang,Selangor",BKA654B057J159,23-May-23,B,(46) Jld.31,03-92849993,kokmotor1986@yahoo.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Motosikal Untuk Orang Kelainan Upaya (OKU) Dan Side Car Sahaja.",Selangor,Laku
75,LEAN BROTHER ENGINEERING WORKS SDN BHD,"Lot 9263, Jalan Sabak Bernam, Tebuk Pulai, 45200 Sabak Bernam, Selangor Darul Ehsan.",BKA654B058J153,27-Nov-22,A,(18) Jld. 24,03-32164213,lbtractors_nys@lb113.com.my,PHYTO MEGHAZ CONSULT,MEJAR IR. MOHD GHAZALI ABDULLAH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box/Luton Van Dan Kenderaan Decontrolled Dan Jentera Berat Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis T",Selangor,Laku
76,LIAN HUP ENGINEERING WORKS,"Lot 2671, AL 237C, Jalan Kampung Baru, 47000 Sg.Buloh, Selangor",BKA654B059J150,28-June-22,A,(14)Jld. 20,03-61568848,lianhup5159@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, Van, Kenderaan Decontrolled Dan Pemanjangan Bes Roda Sahaja.",Selangor,Laku
77,JMC STEEL ENGINEERING SDN BHD,"AL 232, Lot 2667, Kg. Baru Sungai Buloh, Seksyen U19, 40160 Shah Alam, Selanor Darul Ehsan.",BKA654B150J165,23-May-23,A,(12)Jld. 39,018-5749883,jmcsteelengineering@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Treler Sahaja.",Selangor,Laku
78,MAGNA INTRAJAYA SDN BHD,"Lot 1677, Jalan Palimbang, Rantau Panjang, 42100 Klang, Selangor",BKA642B060J123,21-Nov-18,A,(32) Jld. 127,03-33234329,misbcmm@gmail.com,SOLID AUTO TECHNIQUE,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Kenderaan Rigid Dan Luton/Box Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Tamat
79,MALAYSIAN INDUSTRIAL GEOTECHNICAL SDN. BHD.,"4&6, Jln. Meranti 10, Meranti Jaya Ind.Park,47120 Puchong, Selangor.",BKA654B061J144,4-Sep-23,B,(18) Jld.33,03-80685488,admin@mig-asia.com,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Jentera Berat Jenis Roller Dan Bulldozer Sahaja.",Selangor,Laku
80,MASDEF (MALAYSIA) SDN. BHD.,"Lot 6467, Lorong Sungai Puloh, Batu 6, Jalan Kapar, 42100 Klang, Selangor",BKA642B062J123,6-Nov-16,A,(18)Jld.129,03-32916733,www.masdef.com.my,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi  Kenderaan Perdagangan Iaitu Kenderaan Rigid, Bas, Ambulan, Kenderaan Bagi Kegunaan Ketenteraan Dan Bomba Sahaja.",Selangor,Tamat
81,MEGA ASIA CAPITAL SDN BHD.,"PT 48743, Polyseed Industrial Estate, Lot 11131, Jalan MU 1/6R, Seksyen 7, Taman Perindustrian Meranti Utama, 47120 Puchong, Selangor.",BKA642B126J126,10-Nov-18,C,(08)Jld.5,03-79724246,,JURUTERA DALAMAN,MOHAMMAD KHAMAL BIN KAMARUDDIN,"AKTIVITI:
1. Pemasangan Elektrik Scooter Dan Motosikal Dengan Kapasiti Enjin 250cc Dan Keatas.",Selangor,Tamat
82,META TRANSPORT TECHNOLOGIES SDN BHD,"Pt 3887-3888,Jalan 4D,Kg Baru Subang,40100 Shah Alam,Selangor",BKA654B063J147,29-Nov-21,A,(20)Jld.15,03-78463226,hr@mpsi.com.my,SOLID AUTO TECHNIQUE,IR. AHMAD ZAINNIE BIN ABU HASSAN,"1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box/Luton Van Sahaja.
2. Pembinaan Semua Jenis Treler/Tanker Baru Dan Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Tamat
83,MILDEF INTERNATIONAL TECHNOLOGIES SDN BHD.,"No 21, Jalan Cipta Serenia 1, Cipta 1, Perindustrian Cipta Serenia, 43900 Sepang, Selangor Darul Ehsan.",BKA654B163J163,3-Aug-23,A,(10)Jld.34,03-87063667,mildef.sb@gmail.com,MENARA TEKNIK,IR. MOHAMAD MOHAIDIN BIN AB. LATIB,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Van, Ambulan, Treler Dan Kenderaan Perdagangan Sahaja.",Selangor,Laku
84,MOFAZ MOTOSIKAL SDN BHD,"No.11, Lot 17,Jalan Tiaj 2/4, Taman Industri Alam Jaya, Bandar Puncak Alam, 42300 Selangor",BKA654B064J163,4-Sep-23,A,(30) Jld. 34,03-60384880,mariam.momos@mofaz.com,PERUNDING GAGASAN PRIMA SDN BHD,IR. MOHD NAWI BIN SALLEH,"AKTIVITI:
1. Pembinaan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Motosikal Sahaja.",Selangor,Laku
85,MOTO VARESE ASIATIC SDN BHD.,"Lot 35, Jalan Perusahaan Amari, Pusat Industri Amari, Kawasan Perusahaan Batu Caves, 68100 Batu Caves, Selangor",BKA642B065J123,19-Oct-19,C,(18) Jld. 156,03-31493269,N/A,JURUTERA DALAMAN,RUZAEL AMIR AFENDI BIN KAHRUDDIN,"AKTIVTI:
1.Pemasangan Motosikal Baru, Pembinaan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Motosikal Sahaja.",Selangor,Tamat
86,MPSI STEEL INDUSTRIES SDN. BHD.,"No. 7, Jalan TUDM,Kg. Baru Subang,40150 Shah Alam, Selangor.",BKA654B066J165,14-Dec-23,A,(04)Jld.40,03-78462249,hr@mpsi.com.my,SOLID AUTO TECHNIQUE,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Bas, Lori, Prime Mover Dan Box Van Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker, Prime Mover Dan Casi",Selangor,Laku
87,MUHIBBAH MOK WORKSHOP,"Lot 1303, Jalan Batu Arang, Sungai Bakau, 48000 Rawang, Selangor D.E.",BKA642B067J123,16-Jan-14,B,(2)Jld. 99,03-60928096,N/A,DSM ENGINEERING SERVICES,IR. HJ. ABDUL RAHMAN BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Termasuk Compactor, Roll-On Roll-Off Rubbish Truck Sahaja.",Selangor,Tamat
88,MULTI SMART CAR AUTO SERVICES (M) SDN BHD,"23, Jalan Pengeluaran U1/78, Tamana Perindustrian Batu 3, Glenmarie, 40150 Shah Alam, Selangor.",BKA654B131J131,12-Sep-19,A,(20)Jld. 2,03-78042618,mscarauto7800@gmail.my,SOLID AUTO TECHNIQUE,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Sahaja.
2.  Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker.
3. Pemasangan Kenderaan Baru Van, Pick-Up, Truck Dan Pri",Selangor,Tamat
89,NCT GLOBAL SDN BHD.,"PT 1361, Jalan Kesidang 5, Kampung Mohd Taib, Kawasan Industri Sungai Choh, 40000 Rawang, Selangor.",BKA654B138J165,5-Feb-23,A,(28)Jld.39,03-60941623,nurulain.ctim@gmail.com,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, Van, Pick-Up Dan Semi Treler/Treler Menggunakan Fiber Sahaja.",Selangor,Laku
90,NEW HUP LEE COACH BUILDERS.,"Lot No. 37, Kawasan Perindustrian Ringan, Kg. Amapang Tambahan,68000 Ampang, Selangor.",BKA642B068J123,10-Apr-14,A,(20)JLD 100,,,BC PERKHIDMATAN KEJURUTERAAN,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,,Selangor,Tamat
91,NEW HUP LEE COACH MANUFACTURING SDN BHD,"Lot 9073, Sg. Makau, 43100 Hulu Langat, Selangor",BKA654B069J166,8-Jan-24,A,(14)Jld. 40,017-2497588,newhuplee@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Bas Sahaja.",Selangor,Laku
92,NICHI ENGINEERING SDN BHD,"No 12 Jalan Keluli 2 ,Kawasan Perindustrian Bukit Raja, 41050 Klang, Selangor",BKA542B070J165,4-Nov-22,A,(36) Jld.38,03-33423408,nichi@buffalomixers.com.my,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Mobile Machinery Dan Concrete Mixer Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Terseb",Selangor,Laku
93,NTS COACH ENGINEERING SDN BHD,"Lot 5944-1,Batu 11 ½ ,Jalan Cheras,43200 Cheras,Selangor",BKA654B071J165,15-Nov-23,A,(06)Jld.39,03-87363931,ntscoach21@hotmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Sahaja.
2. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas Sahaja.",Selangor,Laku
94,PA ASSEMBLY SDN BHD,"No1, Jalan Kamunting 2B, Seksyen 20, Kawasan Perindustrian Bukit Beruntung, 48300 Serendah, Selangor",BKA654B072J163,4-Aug-23,A,(14) Jld.34,03-60211100,paassembly@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD. HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box/Luton Van Dan Kenderaan Decontrolled Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.",Selangor,Laku
95,PA TRUCK SDN. BHD.,"No. 1 Jalan Kemunting 2B, SEK.20, Kawasan Perindustrian Bukit Beruntung, 48300 Rawang, Selangor Darul Ehsan.",BKA654B073J163,4-Aug-23,A,(12) Jld. 34,03-60211100,patruckssb@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box/Luton Van Dan Kenderaan Decontrolled Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanke",Selangor,Laku
96,PARDUS ENGINEERING SDN BHD.,"No. 8, Jalan Hi- Tech 7/7, Kawasan Perindustrian Hi-Tech, 43500 Semenyih, Selangor",BKA654B074J154,18-Nov-22,A,(28) Jld.26,03-80691683,admin@pardusengineering.com,MENARA TEKNIK,IR. MOHAMAD MOHAIDIN BIN AB. LATIB,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box Van Dan KenderaanRigid Sahaja.
2. Membina Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Drawar Treler Dan Sidecar Sahaja.",Selangor,Laku
97,PERAMIT SDN. BHD.,"No. 25 Jalan SBC 5, Taman Seri Batu Cave, 68100 Batu Cave, Selangor Darul Ehsan.",BKA642B075J123,2-Feb-19,B,(30) Jld. 148,03-61858289,psb@perait.com.my,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Pengerak Utama, Trailer/Tanker, Jentera Berat Dan Bas Sahaja.",Selangor,Tamat
98,PERODUA GLOBAL MANUFACTURING SDN BHD,"Lot 1896, Sungai Choh, Mukim Serendah, 48009 Rawang, Selangor Darul Ehsan",BKA654B076J151,20-Aug-22,A,(08) Jld.22,03-67338888,ROZUNAN@perodua.com.my,TUV RHEINLAND MALAYSIA SDN BHD,TUV RHEINLAND MALAYSIA SDN BHD,"AKTIVITI:
1. Memasang Kenderaan Kategori Ënergy Efficient Vehicle""(EEV).",Selangor,Laku
99,PERTIWI GAYA SDN BHD.,"Lot 7388, Jalan P4/8, Seksyen 4, Bandar Teknologi Kajang, 43500 Semenyih, Selangor Darul Ehsan.",BKA654B136J147,28-Jan-22,A,(22) Jld. 18,03-89483933,pertiwigaya@gmail.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Sahaja.",Selangor,Tamat
100,PESAKA ASTANA (M) SDN BHD,"No. 34 Jalan Utarid U5/1 Section U5, 40150 Shah Alam, Selangor.",BKA642B077J123,28-Nov-13,A,(08) Jld.97,03-78443888,info@amdac.com.my,RAZALIONE ENGINEERS AND GENERAL SDN BHD,IR. DR. MOHD NAWI BIN SALLEH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas, Lori Dan Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Tamat
101,PHOENIX FAR EAST SDN BHD,"Lot 11B Jalan Perusahaan Dua, Kaw.Perusahaan Batu Caves, 68100 Batu Caves, Selangor",BKA642B078J123,7-Jun-17,A,(02)Jld.135,03-61873888,phoenix@phoenidx.com.my,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid Dan  Van Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Tamat
102,PIONEER COACH BUILDER SDN BHD,"Lot 9166, Jalan Telok Gong, Kampung Telok Gong, 42000 Pelabuhan Klang, Selangor",BKA654B079J162,7-Jul-23,A,(28)Jld 33,03-31343322,pcsb@pcsb.com.my,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Kenderaan Rigid Decontrolled, Van Dan Bas Sahaja.",Selangor,Laku
103,PROGISTIC RESOURCES,"No. 10A, Lot 726, Batu 2 1/2, Jalan Sungai Rasau, Padang Jawa, 41300 Klang, Selangor Darul Ehsan.",BKA642B080J123,13-Apr-17,A,(26)Jld 146,03-55102105,progisticresources@gmail.com,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Penggerak Utama, Treler, Tanker, Jentera Berat Dan Bas Sahaja.",Selangor,Tamat
104,PROTECH MASTER COACH SDN BHD.,"No 2, Persiaran Zurah, 44200 Rasa, Hulu Selangor, Selangor Darul Ehsan.",BKA654B081J158,2-Feb-23,A,(22)Jld 29,012-2269826,zaleha.parman@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Luton/Box Sahaja.
2. Pembinaan Badan Baharu, Pengubahsuaian Dan Pembaikan Semua Jenis Bas Sahaja.",Selangor,Laku
105,PUSAKEN (M) SDN BHD.,"Lot 540 SL 18 (B6) Jalan Subang 2, Taman Industrial Sungai Penaga, 47620 Petaling Jaya, Selangor Darul Ehsan.",BKA642B1331J33,23-Sep-19,B,(08)Jld 3,019-5250558,pusaken.motor@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Membaikpulih Bahagian Badan Enjin, Peralatan Elektronik Kenderaan Serta Pendawaian, Mengecat Serta BaikPulih Bahagian Dalam Kenderaan Persendirian.
2. Membekal Alat Ganti Kenderaan Dan Ubahsuai Teknikal Kenderaan Persendirian.
3. Melakukan Pr",Selangor,Tamat
106,QUALITY BUS & COACH (M) SDN BHD,"72 Persiaran Jubli Perak, Section 22,40000 Shah Alam, Selangor",BKA642B082J123,1-Oct-20,A,(20)JLD. 3,03-51922522,N/A,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas Sahaja.",Selangor,Tamat
107,R & A COMMERCIAL VEHICLES SDN. BHD.,"Lot 723, Batu 5, Jalan Kapar, 42100 Klang, Selangor",BKA654B084J159,7-Mar-23,A,(20)Jld.30,03-33455600,rnacv@gmail.com,RNACV CONSULTANT,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Termasuk Pemasangan Kenderaan ""Rebuild""Dan Bas
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker S",Selangor,Laku
108,R & A COMMERCIAL VEHICLES SDN. BHD.,"Lot 1564, Batu 4, Jalan Kapar, 42100 Klang, Selangor",BKA654B133J151,13-Sep-22,A,(04)Jld.23,03-33455600,rnacv@gmail.com,RNACV CONSULTANT,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Bas Dan Treler/Tanker Sahaja.
2. Pemasangan Kenderaan Baru Van, Pick-Up, Truck Dan Prime Mover, Kenderaan ""Electric Mini Buses"", ""Elektric Buses"", Ëlectric ",Selangor,Laku
109,RANGKAIAN BEKALAN SDN BHD.,"Lot 7430 (PM) 1897, Jalan Ciku, Bukit Cerakah, Seksyen U9, 40150 Shah Alam, Selangor.",BKA654B146J146,15-Aug-20,A,(08)Jld.12,03-42514002,zainalrrd@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Van Dan Semi-Trailer Sahaja.
2. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Jentera Berat, Bas Dan Tanker Sahaja.",Selangor,Tamat
110,RIMCRUST INNOVATIONS SDN BHD.,"No 1, Jalan TPP5/16, Taman Perindustrian Puchong, Seksyen 5, 47100 Puchong, Selangor.",BKA654B146J146,2-Oct-20,A,(22)Jld.14,03-80510033,info@rimcrust.com.my,DIMD AUTOMOTIF CONSULTANT,DATO IR. HJ. MOHAMAD BIN DALID,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Kenderaan Rigid, Ambulans Dan Kenderaan Khas Sahaja.
2. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.
",Selangor,Tamat
111,RIPOH ENGINEERING SDN BHD.,"Lot 7746, Jalan Bukit Cherakah, Kampung Baru Subang, Seksyen U9, 40150 Shah Alam, Selangor.",BKA654B083J159,11-Apr-23,A,(40)Jld.31,03-78313923,ripoh.ckk@hotmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Treler Dan Tanker Sahaja.",Selangor,Laku
112,RMWAY ENGINEERING SDN. BHD.,"LOT 46060, Kawasan Perusahaan Sg Tua, Batu 9, Jalan Sg Tua, 68100 Batu Caves Selangor D.E.",BKA642B085J123,6-Aug-18,A,(28)Jld. 153,03-61857353,azrme@yahoo.com.my,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Bas,  Van Dan Semua Kenderaan Decontrolled Sahaja.",Selangor,Tamat
113,RSC SERCICES SDN BHD,"No. 35, Jalan STR 3, Saujana Technology Rawang, 48000 Rawang, Selangor.",BKA654B148J148,5-Feb-21,A,(02)Jld. 19,016-3765962,rscsb.6030@gmail.com,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Treler Sahaja.",Selangor,Tamat
114,RTG INTECH CORPORATION (M) SDN BHD,"Lot 897, Dataran Dato Mohd Said,Rinching Tengah, KM 23.5 Jln KL-Seremban, 43700 Beranang, Selangor.",BKA642B086J123,18-Oct-17,A,(28)Jld.137,03-87230533,rtgintech@yahoo.com.my,EPSILON ENGINEERING SERVICES,IR. MOHD NASEER BIN ISRAIL,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Trailer Dan Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Tamat
115,RTG INTECH CORPORATION (M) SDN BHD,"No. 8, Jalan 6/11, Kawasan Perindustrian Rinching, 43500 Semenyih, Selangor.",BKA654B087J163,17-Aug-23,A,(28)Jld.34,03-87278265,info@rtgintech.com,TRANSAFE CONSULTING ENGINEER,IR. MD. HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Trailer Dan Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Laku
116,SAMAWAH ENGGINEERING SDN BHD,"No 22, Jalan Besi 1/1, Kawasan Perindustrian Sungai Purun, SEMTEC Semenyih Technology Park, 43500 Semenyih,Selangor",BKA654B088J163,29-Aug-23,A,(04)Jld.35,03-87255834,samawahgroup@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1.Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Kenderaan Perdagangan Jenis Lori Rigid, Treler, Tanker, Van, Jip, Box/Luton Dan Special Vehichle.",Selangor,Laku
